user_id,segment,trade_frequency_per_week,portfolio_value_usd,risk_score,avg_holding_days,volatility_exposure
U47133,Aventurier,36,1073.09,0.901,9.2,0.869
U47134,Prudent,0,699.19,0.082,243.1,0.022
U47135,Prudent,1,739.74,0.171,279.9,0.097
U47136,Aventurier,32,4730.6,0.741,12.3,0.824
U47137,Équilibré,12,1694.95,0.377,53.1,0.102
U47138,Équilibré,12,1132.52,0.489,30.6,0.285
U47139,Prudent,1,695.61,0.193,138.2,0.1
U47140,Équilibré,10,1809.31,0.387,49.4,0.313
U47141,Prudent,3,940.74,0.204,160.6,0.049
U47142,Équilibré,13,1504.83,0.401,25.2,0.209
U47143,Prudent,5,916.66,0.205,100.2,0.095
U47144,Équilibré,8,2443.28,0.518,87.7,0.286
U47145,Prudent,0,1175.18,0.06,137.4,0.099
U47146,Équilibré,10,2598.66,0.331,50.6,0.165
U47147,Prudent,3,545.33,0.118,274.5,0.052
U47148,Équilibré,6,1377.1,0.459,24.4,0.196
U47149,Équilibré,14,1545.48,0.279,51.8,0.111
U47150,Prudent,1,785.29,0.185,292.0,0.076
U47151,Aventurier,35,2664.21,0.618,9.7,0.459
U47152,Équilibré,13,1689.58,0.453,23.5,0.341
U47153,Équilibré,13,292.35,0.338,45.9,0.186
U47154,Prudent,2,435.62,0.084,255.0,0.023
U47155,Équilibré,9,1307.8,0.492,72.5,0.236
U47156,Prudent,2,867.94,0.13,168.2,0.062
U47157,Aventurier,58,2665.76,0.639,1.2,0.812
U47158,Prudent,1,754.95,0.102,122.8,0.055
U47159,Prudent,3,476.42,0.162,258.5,0.025
U47160,Prudent,1,615.74,0.23,184.0,0.068
U47161,Aventurier,51,795.38,0.949,11.5,0.825
U47162,Équilibré,8,2917.7,0.466,68.5,0.156
U47163,Prudent,0,735.13,0.059,279.2,0.058
U47164,Aventurier,39,1658.05,0.721,11.0,0.4
U47165,Prudent,1,1053.06,0.073,192.5,0.088
U47166,Équilibré,17,1625.24,0.35,77.2,0.255
U47167,Équilibré,11,1878.5,0.514,74.6,0.313
U47168,Aventurier,50,4545.98,0.819,3.5,0.504
U47169,Équilibré,4,1721.2,0.551,38.6,0.327
U47170,Équilibré,7,1947.68,0.567,45.7,0.145
U47171,Équilibré,7,2056.61,0.324,29.0,0.235
U47172,Équilibré,14,2450.71,0.425,42.4,0.345
U47173,Prudent,1,623.65,0.134,294.0,0.035
U47174,Équilibré,10,2307.65,0.587,83.8,0.245
U47175,Équilibré,12,1434.54,0.265,72.9,0.343
U47176,Équilibré,12,1838.61,0.467,55.6,0.206
U47177,Prudent,1,1000.38,0.227,105.4,0.088
U47178,Prudent,0,747.42,0.219,195.2,0.024
U47179,Équilibré,7,1129.45,0.548,43.1,0.197
U47180,Équilibré,8,2842.27,0.532,60.7,0.274
U47181,Aventurier,38,969.19,0.76,8.3,0.818
U47182,Équilibré,8,2371.97,0.523,33.4,0.259
U47183,Équilibré,11,1946.63,0.583,89.4,0.305
U47184,Prudent,5,844.7,0.161,237.3,0.062
U47185,Prudent,1,696.34,0.18,150.1,0.029
U47186,Équilibré,9,2239.58,0.39,67.9,0.172
U47187,Prudent,1,899.83,0.187,175.7,0.028
U47188,Aventurier,38,3159.33,0.792,11.4,0.881
U47189,Aventurier,43,4087.4,0.884,2.5,0.873
U47190,Équilibré,12,2655.7,0.504,40.0,0.257
U47191,Équilibré,12,2392.65,0.303,43.4,0.153
U47192,Équilibré,8,1992.12,0.267,56.0,0.233
U47193,Équilibré,12,2125.56,0.558,69.3,0.337
U47194,Équilibré,8,2647.21,0.581,78.0,0.262
U47195,Prudent,4,646.93,0.086,206.0,0.097
U47196,Aventurier,37,1604.6,0.933,3.2,0.789
U47197,Équilibré,11,2223.62,0.257,47.7,0.329
U47198,Prudent,1,872.3,0.134,276.8,0.076
U47199,Prudent,1,455.8,0.058,113.2,0.085
U47200,Équilibré,13,2220.97,0.539,75.2,0.178
U47201,Prudent,1,1118.47,0.1,258.0,0.046
U47202,Prudent,1,669.19,0.205,268.5,0.08
U47203,Prudent,1,530.57,0.188,201.3,0.087
U47204,Aventurier,46,528.76,0.979,14.5,0.504
U47205,Prudent,0,1247.94,0.135,275.8,0.055
U47206,Équilibré,7,1545.81,0.438,21.6,0.311
U47207,Prudent,2,687.66,0.136,273.1,0.091
U47208,Équilibré,12,2448.13,0.515,38.1,0.337
U47209,Équilibré,8,1656.59,0.367,22.2,0.178
U47210,Aventurier,39,4428.42,0.84,9.5,0.687
U47211,Équilibré,7,1998.46,0.486,81.2,0.171
U47212,Équilibré,9,1757.67,0.452,51.5,0.3
U47213,Équilibré,13,1091.85,0.491,75.9,0.151
U47214,Équilibré,9,1249.6,0.527,78.3,0.142
U47215,Prudent,2,692.41,0.184,208.7,0.072
U47216,Équilibré,11,929.35,0.508,25.7,0.317
U47217,Prudent,1,1043.03,0.067,101.6,0.02
U47218,Aventurier,45,4613.09,0.667,7.7,0.613
U47219,Équilibré,13,1585.64,0.334,63.7,0.346
U47220,Équilibré,8,1383.22,0.448,28.4,0.25
U47221,Équilibré,19,1346.61,0.4,61.0,0.289
U47222,Équilibré,10,1308.48,0.388,62.7,0.11
U47223,Équilibré,11,2254.65,0.266,28.5,0.209
U47224,Équilibré,11,1516.42,0.383,58.1,0.339
U47225,Prudent,0,696.34,0.225,143.3,0.095
U47226,Prudent,5,812.97,0.202,169.9,0.043
U47227,Prudent,2,921.28,0.072,258.9,0.079
U47228,Prudent,3,1173.46,0.207,193.4,0.027
U47229,Aventurier,34,2403.54,0.6,13.6,0.569
U47230,Équilibré,16,2620.73,0.497,75.0,0.153
U47231,Prudent,1,806.87,0.099,283.1,0.093
U47232,Prudent,2,598.52,0.075,129.1,0.028
U47233,Équilibré,11,1512.17,0.448,43.0,0.215
U47234,Équilibré,7,2348.82,0.507,71.8,0.126
U47235,Équilibré,4,1553.06,0.548,82.2,0.231
U47236,Équilibré,9,1749.62,0.36,26.2,0.253
U47237,Aventurier,41,6776.44,0.649,14.0,0.81
U47238,Prudent,0,1066.22,0.243,113.5,0.038
U47239,Équilibré,10,1658.47,0.491,39.9,0.171
U47240,Aventurier,43,2206.77,0.716,9.6,0.798
U47241,Prudent,1,743.31,0.157,114.2,0.028
U47242,Équilibré,10,1102.22,0.547,62.3,0.327
U47243,Prudent,0,719.66,0.06,228.0,0.044
U47244,Équilibré,12,360.16,0.5,54.9,0.18
U47245,Prudent,1,883.86,0.22,222.4,0.084
U47246,Aventurier,42,3370.78,0.828,14.5,0.429
U47247,Aventurier,44,7817.19,0.74,12.1,0.776
U47248,Aventurier,42,3773.92,0.83,6.6,0.374
U47249,Équilibré,11,2218.51,0.453,88.9,0.291
U47250,Aventurier,40,6877.35,0.713,5.8,0.369
U47251,Équilibré,14,1620.89,0.581,39.3,0.252
U47252,Équilibré,10,1981.27,0.39,28.3,0.282
U47253,Prudent,4,960.27,0.22,229.5,0.093
U47254,Équilibré,12,741.18,0.4,57.4,0.309
U47255,Équilibré,11,1076.66,0.399,24.3,0.315
U47256,Prudent,1,792.26,0.153,256.8,0.067
U47257,Équilibré,9,1179.93,0.505,75.5,0.171
U47258,Aventurier,29,5796.95,0.892,11.5,0.382
U47259,Prudent,4,558.95,0.244,178.1,0.038
U47260,Prudent,3,456.66,0.217,162.4,0.046
U47261,Aventurier,32,4881.66,0.861,6.6,0.799
U47262,Prudent,1,821.38,0.134,103.4,0.063
U47263,Aventurier,39,5139.36,0.677,3.7,0.869
U47264,Équilibré,7,1836.82,0.313,46.2,0.338
U47265,Équilibré,7,1203.16,0.469,23.5,0.207
U47266,Prudent,3,490.17,0.119,136.8,0.047
U47267,Prudent,3,554.45,0.148,184.2,0.084
U47268,Équilibré,7,1615.44,0.276,72.7,0.279
U47269,Équilibré,8,930.97,0.528,23.4,0.15
U47270,Équilibré,14,2162.96,0.416,43.8,0.167
U47271,Équilibré,10,1750.51,0.545,88.3,0.236
U47272,Équilibré,7,1464.42,0.516,66.1,0.258
U47273,Équilibré,13,1627.59,0.479,76.0,0.117
U47274,Aventurier,34,1779.81,0.868,6.7,0.555
U47275,Équilibré,15,1167.43,0.437,65.7,0.301
U47276,Aventurier,53,4144.65,0.804,8.6,0.484
U47277,Prudent,3,666.27,0.083,206.5,0.061
U47278,Équilibré,10,2542.26,0.437,58.0,0.143
U47279,Équilibré,8,1257.3,0.274,52.3,0.182
U47280,Aventurier,36,2824.23,0.75,12.5,0.795
U47281,Équilibré,3,2132.31,0.351,85.5,0.117
U47282,Prudent,3,710.47,0.079,137.3,0.028
U47283,Équilibré,13,2105.69,0.582,26.9,0.127
U47284,Prudent,1,582.74,0.185,139.0,0.079
U47285,Prudent,0,622.01,0.123,178.4,0.033
U47286,Équilibré,12,1055.44,0.278,50.9,0.3
U47287,Aventurier,41,2846.29,0.836,9.8,0.634
U47288,Prudent,5,724.89,0.25,176.3,0.067
U47289,Prudent,4,1004.99,0.1,253.0,0.068
U47290,Aventurier,36,3113.83,0.711,3.4,0.453
U47291,Prudent,6,953.5,0.21,157.5,0.033
U47292,Aventurier,43,2651.86,0.954,5.6,0.578
U47293,Prudent,3,704.13,0.16,112.9,0.032
U47294,Équilibré,10,2394.98,0.353,63.1,0.194
U47295,Prudent,0,784.69,0.073,287.0,0.086
U47296,Aventurier,47,3344.53,0.884,7.5,0.77
U47297,Aventurier,33,4093.64,0.84,3.4,0.544
U47298,Aventurier,39,3516.4,0.634,8.6,0.749
U47299,Prudent,0,758.03,0.091,216.3,0.033
U47300,Aventurier,47,555.5,0.772,5.6,0.752
U47301,Aventurier,45,2190.24,0.907,3.2,0.564
U47302,Équilibré,5,1114.36,0.299,25.5,0.136
U47303,Équilibré,7,2064.18,0.398,78.0,0.257
U47304,Aventurier,36,2541.77,0.893,5.6,0.694
U47305,Équilibré,13,534.03,0.593,33.0,0.241
U47306,Prudent,2,805.98,0.199,211.8,0.055
U47307,Aventurier,40,3787.47,0.682,7.8,0.749
U47308,Équilibré,10,1917.63,0.496,60.8,0.124
U47309,Aventurier,35,4732.0,0.625,7.9,0.634
U47310,Équilibré,6,1361.63,0.327,83.4,0.322
U47311,Prudent,2,601.91,0.194,181.0,0.027
U47312,Équilibré,13,1606.95,0.497,65.3,0.327
U47313,Équilibré,8,2178.49,0.258,20.4,0.109
U47314,Prudent,2,776.32,0.167,226.7,0.031
U47315,Équilibré,7,1623.12,0.251,54.8,0.119
U47316,Prudent,2,798.4,0.133,202.5,0.096
U47317,Équilibré,9,1446.07,0.264,77.4,0.257
U47318,Aventurier,36,3640.1,0.769,13.6,0.783
U47319,Équilibré,9,2097.18,0.509,48.2,0.225
U47320,Équilibré,8,2805.6,0.413,73.5,0.301
U47321,Équilibré,13,1899.1,0.47,73.5,0.286
U47322,Équilibré,5,2217.25,0.443,83.3,0.214
U47323,Équilibré,3,1992.35,0.319,26.1,0.144
U47324,Équilibré,17,2127.83,0.424,55.7,0.24
U47325,Aventurier,42,3568.7,0.766,12.3,0.421
U47326,Équilibré,8,2562.88,0.318,31.9,0.331
U47327,Aventurier,38,2132.01,0.61,8.0,0.826
U47328,Aventurier,53,213.57,0.931,1.2,0.72
U47329,Prudent,1,919.46,0.123,176.9,0.036
U47330,Équilibré,11,2251.62,0.294,25.5,0.234
U47331,Aventurier,39,5783.3,0.796,7.5,0.462
U47332,Aventurier,38,3667.89,0.686,14.5,0.88
U47333,Équilibré,9,1682.51,0.34,34.6,0.131
U47334,Équilibré,14,389.64,0.474,32.1,0.208
U47335,Équilibré,11,918.23,0.292,45.8,0.333
U47336,Prudent,0,845.09,0.057,184.1,0.048
U47337,Aventurier,44,4272.49,0.949,7.4,0.787
U47338,Aventurier,36,2820.1,0.911,1.8,0.466
U47339,Équilibré,8,1828.78,0.305,40.2,0.199
U47340,Prudent,3,822.15,0.077,287.5,0.024
U47341,Aventurier,39,3198.28,0.684,2.7,0.895
U47342,Équilibré,12,1977.01,0.483,74.3,0.23
U47343,Prudent,2,552.47,0.07,163.9,0.048
U47344,Prudent,2,1005.55,0.078,199.2,0.055
U47345,Prudent,5,976.69,0.185,242.8,0.035
U47346,Équilibré,11,1836.35,0.279,42.1,0.334
U47347,Prudent,2,809.01,0.153,137.6,0.057
U47348,Prudent,1,927.4,0.216,219.8,0.067
U47349,Aventurier,43,5231.74,0.601,12.0,0.412
U47350,Aventurier,46,5420.61,0.643,5.0,0.445
U47351,Prudent,2,541.82,0.177,136.2,0.066
U47352,Prudent,1,925.7,0.081,265.7,0.023
U47353,Équilibré,9,1732.71,0.39,74.7,0.245
U47354,Prudent,1,754.08,0.145,205.8,0.096
U47355,Prudent,0,635.38,0.121,245.9,0.038
U47356,Prudent,0,717.7,0.063,244.7,0.05
U47357,Aventurier,44,2559.53,0.711,5.1,0.529
U47358,Aventurier,33,3595.14,0.731,9.8,0.766
U47359,Aventurier,53,2387.74,0.604,11.7,0.702
U47360,Équilibré,14,1981.55,0.48,67.7,0.153
U47361,Équilibré,6,1708.59,0.533,30.4,0.287
U47362,Équilibré,8,1486.76,0.468,40.3,0.228
U47363,Équilibré,9,1819.02,0.266,82.2,0.17
U47364,Équilibré,6,1289.88,0.308,45.9,0.338
U47365,Équilibré,8,2770.38,0.422,51.2,0.178
U47366,Prudent,2,1064.93,0.1,177.6,0.044
U47367,Prudent,2,540.19,0.23,297.7,0.059
U47368,Aventurier,43,2890.05,0.875,10.5,0.717
U47369,Prudent,1,773.12,0.225,297.2,0.083
U47370,Prudent,1,861.71,0.104,199.1,0.047
U47371,Équilibré,8,1490.15,0.284,69.8,0.252
U47372,Prudent,2,850.14,0.113,117.4,0.027
U47373,Prudent,4,780.6,0.186,109.2,0.056
U47374,Prudent,1,1230.29,0.176,266.1,0.061
U47375,Équilibré,11,2178.03,0.482,21.2,0.24
U47376,Prudent,2,739.85,0.118,294.3,0.081
U47377,Équilibré,12,1144.15,0.365,42.3,0.344
U47378,Prudent,2,794.89,0.109,208.8,0.029
U47379,Prudent,3,887.17,0.231,262.8,0.051
U47380,Aventurier,48,4527.02,0.9,14.3,0.635
U47381,Équilibré,15,1672.21,0.283,82.4,0.32
U47382,Équilibré,10,1839.0,0.268,85.9,0.268
U47383,Prudent,2,613.47,0.157,114.4,0.093
U47384,Prudent,4,688.4,0.147,114.2,0.03
U47385,Aventurier,40,3845.61,0.851,3.3,0.694
U47386,Prudent,4,808.24,0.189,172.3,0.046
U47387,Aventurier,52,3387.96,0.893,11.8,0.582
U47388,Équilibré,5,767.85,0.361,64.6,0.182
U47389,Équilibré,13,2512.16,0.372,42.4,0.346
U47390,Équilibré,8,1493.55,0.558,63.7,0.317
U47391,Équilibré,10,2623.43,0.48,22.2,0.11
U47392,Prudent,3,625.47,0.1,233.3,0.079
U47393,Équilibré,14,1798.75,0.286,83.3,0.161
U47394,Aventurier,39,6986.25,0.872,10.8,0.554
U47395,Prudent,1,499.51,0.159,168.2,0.048
U47396,Équilibré,11,1940.76,0.447,70.8,0.173
U47397,Équilibré,12,1463.81,0.339,28.8,0.177
U47398,Équilibré,7,1562.88,0.27,36.8,0.131
U47399,Prudent,1,654.7,0.139,257.6,0.087
U47400,Aventurier,37,4323.74,0.639,1.1,0.712
U47401,Équilibré,8,2360.26,0.318,85.7,0.3
U47402,Aventurier,43,2864.97,0.994,14.5,0.361
U47403,Aventurier,44,3532.06,0.872,13.1,0.388
U47404,Prudent,1,1072.17,0.163,191.2,0.074
U47405,Prudent,0,897.66,0.233,256.1,0.024
U47406,Aventurier,34,2197.41,0.694,4.5,0.711
U47407,Équilibré,12,2230.44,0.26,73.2,0.257
U47408,Prudent,1,946.7,0.203,158.3,0.07
U47409,Aventurier,53,2010.06,0.981,14.0,0.536
U47410,Équilibré,14,1245.25,0.269,70.3,0.283
U47411,Prudent,0,893.04,0.155,145.6,0.045
U47412,Équilibré,12,1263.92,0.54,84.9,0.197
U47413,Aventurier,39,2873.54,0.865,4.6,0.574
U47414,Prudent,4,931.51,0.191,193.0,0.033
U47415,Équilibré,9,1501.04,0.286,42.2,0.105
U47416,Prudent,3,591.28,0.216,286.1,0.041
U47417,Aventurier,46,2330.36,0.832,8.6,0.4
U47418,Équilibré,12,2182.69,0.361,54.4,0.319
U47419,Équilibré,8,1456.63,0.326,29.1,0.349
U47420,Équilibré,9,2182.02,0.461,36.5,0.113
U47421,Équilibré,13,1658.9,0.531,32.7,0.115
U47422,Équilibré,5,1954.52,0.554,45.3,0.31
U47423,Aventurier,46,2971.87,0.631,7.7,0.778
U47424,Équilibré,11,1616.88,0.54,38.5,0.141
U47425,Aventurier,41,2731.86,0.65,11.0,0.356
U47426,Équilibré,12,1678.75,0.257,53.2,0.264
U47427,Prudent,1,590.52,0.097,107.3,0.071
U47428,Équilibré,10,3040.21,0.258,84.8,0.159
U47429,Prudent,3,508.53,0.109,299.6,0.065
U47430,Équilibré,12,2266.49,0.256,32.2,0.228
U47431,Équilibré,8,1926.66,0.41,38.8,0.281
U47432,Aventurier,26,1363.11,0.983,6.5,0.486
U47433,Prudent,3,380.67,0.244,117.6,0.023
U47434,Aventurier,49,4549.18,0.932,3.5,0.396
U47435,Aventurier,33,2205.54,0.739,14.1,0.41
U47436,Prudent,1,364.38,0.054,160.1,0.09
U47437,Aventurier,47,5296.8,0.933,7.2,0.807
U47438,Prudent,4,808.18,0.211,287.5,0.059
U47439,Prudent,0,979.89,0.123,261.7,0.04
U47440,Aventurier,53,4029.47,0.717,3.5,0.616
U47441,Équilibré,12,2551.89,0.316,47.7,0.109
U47442,Équilibré,10,1843.04,0.379,52.6,0.175
U47443,Équilibré,10,2613.62,0.454,38.6,0.236
U47444,Prudent,1,997.26,0.142,249.6,0.086
U47445,Équilibré,12,1976.21,0.323,21.6,0.289
U47446,Prudent,3,883.4,0.065,170.5,0.046
U47447,Prudent,3,786.6,0.073,151.4,0.034
U47448,Aventurier,35,5011.84,0.912,3.7,0.781
U47449,Aventurier,36,2696.79,0.664,1.1,0.673
U47450,Équilibré,7,1945.23,0.352,20.1,0.115
U47451,Prudent,1,650.86,0.238,187.1,0.081
U47452,Équilibré,11,2180.07,0.533,74.4,0.101
U47453,Aventurier,32,2833.28,0.999,12.5,0.428
U47454,Prudent,1,818.7,0.145,162.3,0.094
U47455,Prudent,3,1233.25,0.225,249.5,0.024
U47456,Aventurier,38,4103.25,0.658,13.3,0.475
U47457,Équilibré,15,2143.92,0.356,41.4,0.278
U47458,Prudent,1,887.06,0.168,213.3,0.079
U47459,Prudent,2,587.32,0.238,284.9,0.071
U47460,Aventurier,57,4206.21,0.868,1.6,0.637
U47461,Équilibré,14,889.71,0.473,62.3,0.229
U47462,Prudent,0,576.97,0.193,180.9,0.023
U47463,Aventurier,34,2628.31,0.754,12.7,0.836
U47464,Aventurier,29,891.37,0.85,12.0,0.875
U47465,Prudent,2,861.23,0.076,289.6,0.062
U47466,Équilibré,11,524.85,0.267,47.2,0.202
U47467,Prudent,2,1115.75,0.113,280.4,0.063
U47468,Équilibré,11,731.57,0.45,31.9,0.179
U47469,Prudent,4,735.14,0.113,278.8,0.041
U47470,Prudent,3,748.95,0.154,227.6,0.03
U47471,Équilibré,12,1259.21,0.587,73.1,0.186
U47472,Équilibré,11,2206.57,0.447,22.9,0.294
U47473,Équilibré,8,1302.41,0.414,32.5,0.153
U47474,Prudent,1,811.96,0.135,180.4,0.069
U47475,Aventurier,40,5499.25,0.836,13.2,0.393
U47476,Prudent,4,710.63,0.104,184.9,0.036
U47477,Équilibré,16,1501.22,0.326,85.4,0.2
U47478,Prudent,4,890.58,0.051,166.1,0.089
U47479,Équilibré,13,1843.13,0.274,75.9,0.266
U47480,Prudent,0,1287.65,0.097,230.0,0.061
U47481,Prudent,3,1121.03,0.116,222.5,0.097
U47482,Équilibré,8,2224.33,0.575,37.2,0.207
U47483,Prudent,3,983.4,0.057,123.6,0.097
U47484,Équilibré,11,1748.61,0.578,23.0,0.294
U47485,Prudent,3,1024.22,0.239,159.7,0.068
U47486,Prudent,2,820.56,0.166,114.6,0.043
U47487,Équilibré,9,2403.89,0.545,88.2,0.197
U47488,Prudent,6,914.55,0.092,197.7,0.093
U47489,Prudent,2,417.53,0.077,126.3,0.054
U47490,Prudent,2,379.95,0.195,142.9,0.05
U47491,Prudent,1,652.56,0.091,106.0,0.073
U47492,Prudent,2,593.86,0.057,263.9,0.061
U47493,Prudent,3,454.01,0.117,214.8,0.057
U47494,Prudent,1,916.52,0.234,263.4,0.061
U47495,Aventurier,48,6982.23,0.794,8.3,0.549
U47496,Prudent,0,1264.19,0.19,229.6,0.057
U47497,Aventurier,42,3319.88,0.968,5.5,0.863
U47498,Aventurier,32,3796.49,0.875,14.5,0.401
U47499,Prudent,3,1026.4,0.219,115.7,0.056
U47500,Prudent,1,635.62,0.204,158.8,0.023
U47501,Prudent,3,876.63,0.219,134.2,0.033
U47502,Équilibré,11,1963.89,0.405,72.2,0.13
U47503,Équilibré,10,2061.76,0.569,29.8,0.104
U47504,Équilibré,8,2805.43,0.383,40.9,0.266
U47505,Équilibré,11,1375.16,0.552,71.8,0.326
U47506,Prudent,2,1142.32,0.114,295.7,0.07
U47507,Aventurier,45,5200.12,0.925,11.1,0.607
U47508,Prudent,0,638.61,0.16,159.6,0.06
U47509,Aventurier,36,3569.76,0.766,5.2,0.841
U47510,Équilibré,6,1654.14,0.445,70.2,0.138
U47511,Prudent,1,725.1,0.078,142.1,0.037
U47512,Aventurier,44,4178.83,0.9,4.4,0.464
U47513,Équilibré,9,2059.56,0.462,43.2,0.157
U47514,Équilibré,10,2170.98,0.555,26.7,0.28
U47515,Équilibré,12,2125.12,0.262,61.9,0.336
U47516,Aventurier,36,5698.99,0.953,1.8,0.848
U47517,Aventurier,38,4793.08,0.732,12.2,0.698
U47518,Équilibré,8,1277.37,0.474,26.1,0.303
U47519,Prudent,2,795.17,0.233,298.4,0.074
U47520,Équilibré,8,2145.36,0.591,28.9,0.217
U47521,Aventurier,37,2671.57,0.723,4.2,0.76
U47522,Équilibré,8,1804.49,0.29,66.2,0.179
U47523,Aventurier,31,1684.21,0.793,1.3,0.88
U47524,Prudent,1,697.07,0.212,129.2,0.065
U47525,Aventurier,45,2487.31,0.685,5.8,0.721
U47526,Prudent,0,583.3,0.063,203.1,0.052
U47527,Équilibré,6,1316.77,0.365,44.2,0.169
U47528,Équilibré,13,1963.63,0.557,33.2,0.336
U47529,Équilibré,13,2059.58,0.554,79.9,0.308
U47530,Prudent,4,749.25,0.197,194.7,0.073
U47531,Aventurier,36,2301.95,0.719,12.2,0.605
U47532,Aventurier,43,2748.95,0.927,10.4,0.358
U47533,Équilibré,8,1813.56,0.595,83.8,0.339
U47534,Prudent,2,750.77,0.093,264.5,0.037
U47535,Prudent,1,938.31,0.081,215.5,0.037
U47536,Équilibré,8,1706.47,0.291,30.6,0.282
U47537,Équilibré,13,2218.4,0.265,37.6,0.33
U47538,Prudent,1,647.19,0.119,237.7,0.031
U47539,Équilibré,10,1908.46,0.496,61.1,0.308
U47540,Équilibré,6,2452.76,0.341,75.6,0.298
U47541,Équilibré,16,1936.58,0.466,79.4,0.277
U47542,Équilibré,6,2106.71,0.286,32.1,0.242
U47543,Équilibré,13,2278.54,0.426,86.2,0.343
U47544,Prudent,2,878.07,0.18,194.3,0.036
U47545,Prudent,3,1101.45,0.233,139.8,0.072
U47546,Aventurier,37,3421.46,0.87,4.6,0.37
U47547,Prudent,3,959.92,0.177,276.1,0.046
U47548,Aventurier,38,3111.39,0.941,6.3,0.537
U47549,Prudent,2,946.61,0.211,124.5,0.043
U47550,Équilibré,12,1814.01,0.535,42.8,0.305
U47551,Prudent,2,979.76,0.206,123.7,0.044
U47552,Aventurier,37,1548.75,0.617,12.7,0.883
U47553,Aventurier,33,4312.14,0.89,6.4,0.709
U47554,Prudent,2,623.54,0.124,283.7,0.042
U47555,Prudent,2,864.1,0.108,168.9,0.059
U47556,Équilibré,10,1896.35,0.531,21.3,0.296
U47557,Aventurier,44,4792.77,0.639,13.4,0.81
U47558,Équilibré,11,2034.82,0.423,57.2,0.136
U47559,Aventurier,27,2469.57,0.868,5.8,0.841
U47560,Prudent,4,542.94,0.193,123.0,0.024
U47561,Équilibré,7,3014.39,0.265,24.8,0.2
U47562,Équilibré,12,1454.12,0.26,83.4,0.145
U47563,Prudent,4,1111.91,0.226,149.9,0.09
U47564,Équilibré,14,1582.09,0.561,80.1,0.327
U47565,Aventurier,40,6061.27,0.802,12.9,0.631
U47566,Aventurier,34,6391.12,0.741,6.0,0.506
U47567,Prudent,6,846.76,0.165,126.9,0.062
U47568,Prudent,1,1012.52,0.151,192.3,0.032
U47569,Équilibré,8,705.43,0.411,64.9,0.118
U47570,Prudent,2,737.43,0.119,107.2,0.1
U47571,Aventurier,34,5228.72,0.767,1.6,0.468
U47572,Prudent,1,601.3,0.225,172.4,0.066
U47573,Équilibré,15,2061.91,0.408,44.0,0.179
U47574,Prudent,3,994.29,0.061,268.8,0.042
U47575,Équilibré,3,2086.86,0.593,78.1,0.137
U47576,Prudent,2,846.09,0.106,152.4,0.036
U47577,Prudent,1,988.36,0.05,251.2,0.073
U47578,Équilibré,2,2084.69,0.284,55.7,0.117
U47579,Équilibré,11,1391.8,0.352,39.7,0.167
U47580,Équilibré,8,1872.2,0.258,43.7,0.204
U47581,Prudent,3,849.51,0.151,107.5,0.07
U47582,Prudent,1,925.99,0.241,282.4,0.063
U47583,Équilibré,6,872.0,0.259,78.8,0.202
U47584,Aventurier,45,2229.79,0.658,2.8,0.473
U47585,Prudent,1,766.13,0.167,235.0,0.076
U47586,Prudent,1,716.72,0.237,212.6,0.05
U47587,Prudent,1,866.35,0.202,252.4,0.089
U47588,Prudent,2,822.62,0.25,121.7,0.057
U47589,Prudent,2,767.52,0.145,235.9,0.077
U47590,Équilibré,6,1885.48,0.519,44.3,0.238
U47591,Aventurier,48,4805.99,0.944,2.0,0.758
U47592,Prudent,4,1042.55,0.202,179.4,0.075
U47593,Équilibré,7,2963.42,0.262,85.9,0.301
U47594,Équilibré,13,1918.48,0.525,26.0,0.27
U47595,Aventurier,50,4661.35,0.861,9.2,0.369
U47596,Équilibré,14,938.14,0.364,71.3,0.105
U47597,Aventurier,30,1803.26,0.643,7.1,0.683
U47598,Équilibré,6,1126.42,0.267,27.4,0.146
U47599,Aventurier,43,3821.18,0.611,3.6,0.88
U47600,Équilibré,14,926.67,0.499,36.6,0.276
U47601,Prudent,2,419.24,0.065,143.1,0.031
U47602,Aventurier,28,4867.74,0.847,5.2,0.377
U47603,Équilibré,13,1682.28,0.401,80.4,0.28
U47604,Prudent,3,992.18,0.242,260.8,0.051
U47605,Aventurier,37,3489.09,0.811,11.8,0.401
U47606,Prudent,1,1228.82,0.243,295.7,0.039
U47607,Prudent,2,660.63,0.084,186.0,0.064
U47608,Équilibré,8,1543.87,0.309,87.6,0.233
U47609,Équilibré,17,3279.39,0.278,69.9,0.334
U47610,Équilibré,9,2906.91,0.415,76.5,0.248
U47611,Prudent,0,695.7,0.059,180.3,0.076
U47612,Aventurier,48,4931.61,0.838,7.5,0.636
U47613,Aventurier,35,4180.99,0.737,11.8,0.679
U47614,Prudent,1,987.36,0.149,197.1,0.081
U47615,Prudent,3,539.79,0.053,151.9,0.098
U47616,Prudent,1,714.3,0.22,300.0,0.09
U47617,Aventurier,42,1742.88,0.892,1.7,0.735
U47618,Aventurier,28,1319.79,0.648,10.6,0.458
U47619,Équilibré,11,934.53,0.521,55.4,0.214
U47620,Aventurier,35,4813.8,0.604,12.5,0.876
U47621,Équilibré,12,1682.59,0.395,55.8,0.338
U47622,Équilibré,14,1539.11,0.472,32.4,0.136
U47623,Équilibré,11,2622.58,0.495,70.7,0.312
U47624,Prudent,0,733.82,0.209,102.4,0.1
U47625,Prudent,5,966.66,0.124,244.8,0.096
